label_quantile,target_high_rate,target,model,params,fold_id,chosen_threshold,validation_selected_macro_f1,validation_accuracy,validation_macro_f1,validation_f1_high,validation_f1_low,validation_precision_macro,validation_recall_macro,validation_auc_roc,validation_mcc,test_accuracy,test_macro_f1,test_f1_high,test_f1_low,test_precision_macro,test_recall_macro,test_auc_roc,test_mcc
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",2,0.6,0.7265978568141477,0.7493055555555556,0.7265978568141477,0.6478048780487805,0.8053908355795149,0.72817811192884,0.7252090301003344,0.7818666387959867,0.453377420159494,0.7402777777777778,0.5598259442459272,0.277992277992278,0.8416596104995766,0.6279181658438624,0.5617832786057085,0.7148875978782521,0.17779992889832752
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",3,0.55,0.6034936948703369,0.81875,0.6034936948703369,0.3113456464379947,0.895641743302679,0.6131520064558726,0.5966888818364541,0.7027046087661766,0.20919408195997852,0.7958333333333333,0.6630329580765116,0.45149253731343286,0.8745733788395904,0.6882056626715303,0.6491670873296315,0.7391899178559955,0.33510649363839745
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",4,0.625,0.7337571399348555,0.8694444444444445,0.7337571399348555,0.5436893203883495,0.9238249594813615,0.8028995926192188,0.7001689189189189,0.783447265625,0.4924675989161926,0.7826388888888889,0.584043559513647,0.2966292134831461,0.8714579055441478,0.6424336232453769,0.5755420681986657,0.7072889640474426,0.20745824139797697
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",5,0.55,0.6150132313104477,0.6798611111111111,0.6150132313104477,0.45700824499411075,0.7730182176267848,0.6189600137619939,0.6124498898989328,0.6582372536841511,0.23131831272004175,0.7048611111111112,0.7012184137334077,0.6682279469164715,0.734208880550344,0.700571816243458,0.7042865124506682,0.7842153996197577,0.4048412866112957
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",6,0.55,0.7651718112987769,0.7861111111111111,0.7651718112987769,0.695049504950495,0.8352941176470589,0.7664255319148936,0.7640101201771031,0.8494982078853045,0.5304301526086151,0.8229166666666666,0.6466890083911361,0.3971631205673759,0.8962148962148963,0.6794201816598233,0.6300505050505051,0.7366355352466464,0.3055073500989028
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",7,0.475,0.5458754378195579,0.8041666666666667,0.5458754378195579,0.2033898305084746,0.8883610451306413,0.5568270839067562,0.5418956043956044,0.6090979333166833,0.09758698737666355,0.84375,0.6566454472140063,0.40318302387267907,0.9101078705553336,0.6835682618237521,0.6403512064745718,0.8195393324224088,0.3210235319561709
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",8,0.45,0.5439519812100387,0.6763888888888889,0.5439519812100387,0.29819277108433734,0.7897111913357401,0.5519191919191919,0.588159960970255,0.6601820371697336,0.13530992473877357,0.6986111111111111,0.6782795450941954,0.5974025974025974,0.7591564927857936,0.6833955857385399,0.7228392718630865,0.8000004715301863,0.4043154154314697
0.67,0.24944844830122076,SOL,SVM,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",0,0.45,0.594778727857975,0.8416666666666667,0.594778727857975,0.27848101265822783,0.9110764430577223,0.5834749507171504,0.6169969512195121,0.7234541730182925,0.19764933328605624,0.7020833333333333,0.7017379788228943,0.6915887850467289,0.7118871725990598,0.7042304393846914,0.7062015503875969,0.7605479986348788,0.4104272565873934
0.67,0.24944844830122076,SOL,SVM,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",1,0.45,0.6779805672268908,0.6972222222222222,0.6779805672268908,0.7566964285714286,0.5992647058823529,0.6797389950647544,0.6766496305218269,0.7251721247436439,0.3563752352145324,0.6395833333333333,0.5862506511890809,0.437703141928494,0.7347981604496678,0.5848958333333333,0.5885727158903347,0.6226987961627546,0.17342957678673537
0.67,0.24944844830122076,SOL,SVM,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",2,0.55,0.7043497261529839,0.7298611111111111,0.7043497261529839,0.6175024582104228,0.7911969940955448,0.7066694973659561,0.7024665551839464,0.763992474916388,0.4091144641455876,0.7166666666666667,0.578725161764031,0.33766233766233766,0.8197879858657244,0.5999918290640193,0.5741854003536246,0.6702197524627431,0.1722548562009846
