params,folds,mean_coverage,mean_validation_macro_f1,mean_test_accuracy,std_test_accuracy,mean_test_macro_f1,std_test_macro_f1,mean_test_precision_macro,mean_test_recall_macro,mean_test_f1_bull,mean_test_f1_bear,mean_test_precision_bull,mean_test_recall_bull,mean_test_bull_prediction_rate
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5876600858832899,0.5778253216218849,0.10561013879731812,0.5335266769747339,0.11403595823364647,0.5455654610113343,0.5608929508374659,0.5750936607165609,0.49195969323290706,0.6153604129390897,0.5793191754368983,0.528575193900666
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5872491868020896,0.5802797951721976,0.1005891003022525,0.5261803821878905,0.12021183320213827,0.5348478064298982,0.5598975459021782,0.5142836039466196,0.5380771604291614,0.5496898662198825,0.5052441699365147,0.463690675033417
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5867436578067926,0.6018126081117507,0.13043286523591083,0.53465821533869,0.14676358307196535,0.5322268141235336,0.56049052451403,0.553648354583072,0.5156680760943078,0.5327870764434619,0.5920623539074681,0.5497270986888387
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5865194582222742,0.5976741723992316,0.12715732795838539,0.5335922273250545,0.14927823846326155,0.5279933145521158,0.5583384208245742,0.5517230339277872,0.5154614207223217,0.5345093664929096,0.5870230797688792,0.5480658246793911
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5853628744396209,0.572317587087682,0.09379164797893695,0.5191176233401132,0.11105431048064757,0.5277008272254492,0.5531722179522824,0.5215500416009171,0.5166852050793093,0.5425938942929137,0.5274867502114128,0.49214443177299294
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5851253618004502,0.5723171466068964,0.07840062186974084,0.5093381778678894,0.10991245948013781,0.5094948743918261,0.5485749993232325,0.5363768755657732,0.4822994801700057,0.5396992641360246,0.5629535326430636,0.5303396045597301
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5830567930754657,0.5793711276587662,0.10235963996105052,0.5267716545039653,0.11864742847212532,0.5376327047906172,0.5594971257826954,0.5130816046299492,0.5404617043779815,0.5478268349998026,0.5039340994938847,0.46261612665767143
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5829874853055492,0.5759221655179162,0.10389279384395425,0.5316560370761017,0.11245011848572896,0.531290750499531,0.5549626207511429,0.5121484197658379,0.5511636543863654,0.5404270105982685,0.49802438164983276,0.46197066121103064
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5829819237214555,0.5886193918500886,0.11626917659088445,0.5253869099231809,0.1368003536932616,0.5166708957521348,0.5554094025524455,0.542114455560852,0.5086593642855098,0.5327332641707455,0.5682300990689677,0.5315178869085815
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5810599243780749,0.5708409806461756,0.09622353318768007,0.5277953801348642,0.1021020093774147,0.5288980756928954,0.5511836023141123,0.49933959664176664,0.5562511636279618,0.5369238902225382,0.4776766379980923,0.44306013097028696
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5783792514663042,0.5653458529203199,0.1016324609208684,0.5094254885437999,0.12498759893209584,0.5002643877061669,0.5462152373426747,0.5097705380487888,0.509080439038811,0.5276941399393109,0.51489278086927,0.4875023422735407
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.577823402481945,0.578191596205063,0.09463862644100896,0.5270000655963979,0.09621438496881954,0.529581104747921,0.5521732721583317,0.5101890927551039,0.543811038437692,0.5362660953462327,0.5005432251190564,0.4614789722819324
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5775874173332157,0.5770858665743929,0.10176020662804504,0.5331670408130126,0.10871584725877731,0.5294204476643037,0.5518766304396334,0.5228650812877154,0.5434690003383097,0.5287873930016311,0.5246861549179235,0.49016017243772725
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.576137458398622,0.5742321148566975,0.09258826352092163,0.5304660673121107,0.09966353083487722,0.5315034403145924,0.5526242207260005,0.5024766496816214,0.5584554849425999,0.5394743804540814,0.4810486623441771,0.44288117881529926
